,,,,2,3,2,3,,,,,,,,,,,,,
10762,6dbd153c-5b69-4ffb-a869-6285fb0c764d,interested,2/27/2021 4:37,audio,technology,positive,30,,,,,,,,,2/27/2021 4:37,February,,,
10763,6dbd153c-5b69-4ffb-a869-6285fb0c764d,interested,9/16/2020 14:05,audio,technology,positive,30,,,,,,,,,9/16/2020 14:05,September,,,
10764,6dbd153c-5b69-4ffb-a869-6285fb0c764d,love,5/11/2021 0:48,audio,technology,positive,65,,,,,,,,,5/11/2021 0:48,May,,,
10765,6dbd153c-5b69-4ffb-a869-6285fb0c764d,interested,4/18/2021 9:07,audio,technology,positive,30,,,,,,,,,4/18/2021 9:07,April,,,
10766,6dbd153c-5b69-4ffb-a869-6285fb0c764d,super love,3/30/2021 7:11,audio,technology,positive,75,,,,,,,,,3/30/2021 7:11,March,,,
10767,6dbd153c-5b69-4ffb-a869-6285fb0c764d,like,1/11/2021 16:25,audio,technology,positive,50,,,,,,,,,1/11/2021 16:25,January,,,
10768,6dbd153c-5b69-4ffb-a869-6285fb0c764d,intrigued,11/8/2020 18:02,audio,technology,positive,45,,,,,,,,,11/8/2020 18:02,November,,,
10769,6dbd153c-5b69-4ffb-a869-6285fb0c764d,heart,9/16/2020 23:05,audio,technology,positive,60,,,,,,,,,9/16/2020 23:05,September,,,
10770,6dbd153c-5b69-4ffb-a869-6285fb0c764d,disgust,2/10/2021 11:04,audio,technology,negative,0,,,,,,,,,2/10/2021 11:04,February,,,
10771,6dbd153c-5b69-4ffb-a869-6285fb0c764d,love,5/21/2021 17:52,audio,technology,positive,65,,,,,,,,,5/21/2021 17:52,May,,,
10772,6dbd153c-5b69-4ffb-a869-6285fb0c764d,hate,4/28/2021 4:25,audio,technology,negative,5,,,,,,,,,4/28/2021 4:25,April,,,
10773,6dbd153c-5b69-4ffb-a869-6285fb0c764d,adore,7/23/2020 19:57,audio,technology,positive,72,,,,,,,,,7/23/2020 19:57,July,,,
10774,6dbd153c-5b69-4ffb-a869-6285fb0c764d,worried,10/10/2020 23:35,audio,technology,negative,12,,,,,,,,,10/10/2020 23:35,October,,,
10775,6dbd153c-5b69-4ffb-a869-6285fb0c764d,cherish,10/25/2020 10:48,audio,technology,positive,70,,,,,,,,,10/25/2020 10:48,October,,,
10776,6dbd153c-5b69-4ffb-a869-6285fb0c764d,intrigued,6/29/2020 5:27,audio,technology,positive,45,,,,,,,,,6/29/2020 5:27,June,,,
10777,6dbd153c-5b69-4ffb-a869-6285fb0c764d,like,9/3/2020 2:40,audio,technology,positive,50,,,,,,,,,9/3/2020 2:40,September,,,
10779,9108109e-c521-4528-9d90-4c804cbb866d,intrigued,2/2/2021 7:12,audio,veganism,positive,45,,,,,,,,,2/2/2021 7:12,February,,,
10780,9108109e-c521-4528-9d90-4c804cbb866d,indifferent,8/26/2020 7:26,audio,veganism,neutral,20,,,,,,,,,8/26/2020 7:26,August,,,
10781,9108109e-c521-4528-9d90-4c804cbb866d,peeking,10/17/2020 17:30,audio,veganism,neutral,35,,,,,,,,,10/17/2020 17:30,October,,,
10782,9108109e-c521-4528-9d90-4c804cbb866d,adore,7/6/2020 23:33,audio,veganism,positive,72,,,,,,,,,7/6/2020 23:33,July,,,
10783,9108109e-c521-4528-9d90-4c804cbb866d,interested,4/7/2021 21:10,audio,veganism,positive,30,,,,,,,,,4/7/2021 21:10,April,,,
10784,9108109e-c521-4528-9d90-4c804cbb866d,cherish,1/30/2021 4:27,audio,veganism,positive,70,,,,,,,,,1/30/2021 4:27,January,,,
10785,9108109e-c521-4528-9d90-4c804cbb866d,disgust,6/27/2020 11:02,audio,veganism,negative,0,,,,,,,,,6/27/2020 11:02,June,,,
10786,9108109e-c521-4528-9d90-4c804cbb866d,interested,7/6/2020 14:47,audio,veganism,positive,30,,,,,,,,,7/6/2020 14:47,July,,,
10787,9108109e-c521-4528-9d90-4c804cbb866d,love,8/18/2020 19:02,audio,veganism,positive,65,,,,,,,,,8/18/2020 19:02,August,,,
10788,9108109e-c521-4528-9d90-4c804cbb866d,hate,6/7/2021 16:04,audio,veganism,negative,5,,,,,,,,,6/7/2021 16:04,June,,,
10789,9108109e-c521-4528-9d90-4c804cbb866d,peeking,4/2/2021 5:00,audio,veganism,neutral,35,,,,,,,,,4/2/2021 5:00,April,,,
10790,9108109e-c521-4528-9d90-4c804cbb866d,dislike,8/25/2020 22:40,audio,veganism,negative,10,,,,,,,,,8/25/2020 22:40,August,,,
10791,9108109e-c521-4528-9d90-4c804cbb866d,want,7/4/2020 17:15,audio,veganism,positive,70,,,,,,,,,7/4/2020 17:15,July,,,
10792,9108109e-c521-4528-9d90-4c804cbb866d,love,2/26/2021 11:04,audio,veganism,positive,65,,,,,,,,,2/26/2021 11:04,February,,,
10793,9108109e-c521-4528-9d90-4c804cbb866d,worried,8/12/2020 8:25,audio,veganism,negative,12,,,,,,,,,8/12/2020 8:25,August,,,
10794,9108109e-c521-4528-9d90-4c804cbb866d,heart,4/9/2021 5:29,audio,veganism,positive,60,,,,,,,,,4/9/2021 5:29,April,,,
10795,9108109e-c521-4528-9d90-4c804cbb866d,peeking,7/6/2020 23:53,audio,veganism,neutral,35,,,,,,,,,7/6/2020 23:53,July,,,
10796,9108109e-c521-4528-9d90-4c804cbb866d,want,10/2/2020 2:01,audio,veganism,positive,70,,,,,,,,,10/2/2020 2:01,October,,,
10797,9108109e-c521-4528-9d90-4c804cbb866d,scared,9/17/2020 15:28,audio,veganism,negative,15,,,,,,,,,9/17/2020 15:28,September,,,
10798,9108109e-c521-4528-9d90-4c804cbb866d,super love,4/30/2021 20:58,audio,veganism,positive,75,,,,,,,,,4/30/2021 20:58,April,,,
10799,9108109e-c521-4528-9d90-4c804cbb866d,worried,4/15/2021 9:42,audio,veganism,negative,12,,,,,,,,,4/15/2021 9:42,April,,,
10800,9108109e-c521-4528-9d90-4c804cbb866d,scared,7/4/2020 11:57,audio,veganism,negative,15,,,,,,,,,7/4/2020 11:57,July,,,
10801,9108109e-c521-4528-9d90-4c804cbb866d,adore,5/22/2021 21:48,audio,veganism,positive,72,,,,,,,,,5/22/2021 21:48,May,,,
10802,9108109e-c521-4528-9d90-4c804cbb866d,scared,10/9/2020 23:19,audio,veganism,negative,15,,,,,,,,,10/9/2020 23:19,October,,,
10803,9108109e-c521-4528-9d90-4c804cbb866d,disgust,7/20/2020 14:31,audio,veganism,negative,0,,,,,,,,,7/20/2020 14:31,July,,,
10804,9108109e-c521-4528-9d90-4c804cbb866d,hate,3/29/2021 14:17,audio,veganism,negative,5,,,,,,,,,3/29/2021 14:17,March,,,
10805,9108109e-c521-4528-9d90-4c804cbb866d,love,12/2/2020 19:26,audio,veganism,positive,65,,,,,,,,,12/2/2020 19:26,December,,,
10806,9108109e-c521-4528-9d90-4c804cbb866d,peeking,6/30/2020 9:11,audio,veganism,neutral,35,,,,,,,,,6/30/2020 9:11,June,,,
10807,9108109e-c521-4528-9d90-4c804cbb866d,intrigued,8/23/2020 16:15,audio,veganism,positive,45,,,,,,,,,8/23/2020 16:15,August,,,
10808,9108109e-c521-4528-9d90-4c804cbb866d,scared,5/14/2021 19:22,audio,veganism,negative,15,,,,,,,,,5/14/2021 19:22,May,,,
10809,9108109e-c521-4528-9d90-4c804cbb866d,interested,5/28/2021 23:57,audio,veganism,positive,30,,,,,,,,,5/28/2021 23:57,May,,,
10810,9108109e-c521-4528-9d90-4c804cbb866d,want,11/8/2020 6:11,audio,veganism,positive,70,,,,,,,,,11/8/2020 6:11,November,,,
10811,9108109e-c521-4528-9d90-4c804cbb866d,love,12/16/2020 10:58,audio,veganism,positive,65,,,,,,,,,12/16/2020 10:58,December,,,
10812,9108109e-c521-4528-9d90-4c804cbb866d,super love,5/1/2021 6:04,audio,veganism,positive,75,,,,,,,,,5/1/2021 6:04,May,,,
10813,9108109e-c521-4528-9d90-4c804cbb866d,heart,2/16/2021 3:01,audio,veganism,positive,60,,,,,,,,,2/16/2021 3:01,February,,,
10814,9108109e-c521-4528-9d90-4c804cbb866d,want,7/13/2020 19:50,audio,veganism,positive,70,,,,,,,,,7/13/2020 19:50,July,,,
10815,9108109e-c521-4528-9d90-4c804cbb866d,peeking,3/24/2021 13:06,audio,veganism,neutral,35,,,,,,,,,3/24/2021 13:06,March,,,
10816,9108109e-c521-4528-9d90-4c804cbb866d,worried,12/23/2020 9:16,audio,veganism,negative,12,,,,,,,,,12/23/2020 9:16,December,,,
10817,9108109e-c521-4528-9d90-4c804cbb866d,scared,2/22/2021 11:42,audio,veganism,negative,15,,,,,,,,,2/22/2021 11:42,February,,,
10818,9108109e-c521-4528-9d90-4c804cbb866d,indifferent,3/19/2021 0:50,audio,veganism,neutral,20,,,,,,,,,3/19/2021 0:50,March,,,
10819,9108109e-c521-4528-9d90-4c804cbb866d,super love,8/26/2020 16:30,audio,veganism,positive,75,,,,,,,,,8/26/2020 16:30,August,,,
10820,9108109e-c521-4528-9d90-4c804cbb866d,want,10/20/2020 13:40,audio,veganism,positive,70,,,,,,,,,10/20/2020 13:40,October,,,
10822,fea9077f-2fe7-43bd-aaef-dc2619988d94,interested,8/16/2020 7:08,photo,culture,positive,30,,,,,,,,,8/16/2020 7:08,August,,,
10823,fea9077f-2fe7-43bd-aaef-dc2619988d94,peeking,8/11/2020 18:13,photo,culture,neutral,35,,,,,,,,,8/11/2020 18:13,August,,,
10824,fea9077f-2fe7-43bd-aaef-dc2619988d94,indifferent,6/10/2021 22:54,photo,culture,neutral,20,,,,,,,,,6/10/2021 22:54,June,,,
10825,fea9077f-2fe7-43bd-aaef-dc2619988d94,cherish,4/2/2021 0:51,photo,culture,positive,70,,,,,,,,,4/2/2021 0:51,April,,,
10826,fea9077f-2fe7-43bd-aaef-dc2619988d94,dislike,8/1/2020 17:17,photo,culture,negative,10,,,,,,,,,8/1/2020 17:17,August,,,
10827,fea9077f-2fe7-43bd-aaef-dc2619988d94,peeking,5/1/2021 13:36,photo,culture,neutral,35,,,,,,,,,5/1/2021 13:36,May,,,
10829,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,worried,4/11/2021 4:39,photo,Animals,negative,12,,,,,,,,,4/11/2021 4:39,April,,,
10830,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,interested,4/3/2021 18:20,photo,Animals,positive,30,,,,,,,,,4/3/2021 18:20,April,,,
10831,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,cherish,11/21/2020 0:51,photo,Animals,positive,70,,,,,,,,,11/21/2020 0:51,November,,,
10832,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,adore,9/21/2020 19:15,photo,Animals,positive,72,,,,,,,,,9/21/2020 19:15,September,,,
10833,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,heart,6/25/2020 11:42,photo,Animals,positive,60,,,,,,,,,6/25/2020 11:42,June,,,
10834,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,adore,9/23/2020 19:26,photo,Animals,positive,72,,,,,,,,,9/23/2020 19:26,September,,,
10835,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,want,12/27/2020 16:22,photo,Animals,positive,70,,,,,,,,,12/27/2020 16:22,December,,,
10836,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,like,12/20/2020 10:20,photo,Animals,positive,50,,,,,,,,,12/20/2020 10:20,December,,,
10837,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,disgust,4/17/2021 21:16,photo,Animals,negative,0,,,,,,,,,4/17/2021 21:16,April,,,
10838,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,peeking,12/1/2020 0:48,photo,Animals,neutral,35,,,,,,,,,12/1/2020 0:48,December,,,
10839,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,super love,3/25/2021 16:40,photo,Animals,positive,75,,,,,,,,,3/25/2021 16:40,March,,,
10840,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,worried,12/4/2020 10:58,photo,Animals,negative,12,,,,,,,,,12/4/2020 10:58,December,,,
10841,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,adore,8/2/2020 9:23,photo,Animals,positive,72,,,,,,,,,8/2/2020 9:23,August,,,
10842,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,like,11/17/2020 9:08,photo,Animals,positive,50,,,,,,,,,11/17/2020 9:08,November,,,
10843,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,scared,6/3/2021 13:19,photo,Animals,negative,15,,,,,,,,,6/3/2021 13:19,June,,,
10844,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,like,11/25/2020 20:57,photo,Animals,positive,50,,,,,,,,,11/25/2020 20:57,November,,,
10845,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,indifferent,1/18/2021 8:34,photo,Animals,neutral,20,,,,,,,,,1/18/2021 8:34,January,,,
10846,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,indifferent,8/11/2020 10:35,photo,Animals,neutral,20,,,,,,,,,8/11/2020 10:35,August,,,
10847,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,scared,3/16/2021 23:49,photo,Animals,negative,15,,,,,,,,,3/16/2021 23:49,March,,,
10848,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,indifferent,7/19/2020 8:23,photo,Animals,neutral,20,,,,,,,,,7/19/2020 8:23,July,,,
10849,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,want,4/22/2021 21:38,photo,Animals,positive,70,,,,,,,,,4/22/2021 21:38,April,,,
10850,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,love,1/15/2021 7:29,photo,Animals,positive,65,,,,,,,,,1/15/2021 7:29,January,,,
10851,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,scared,9/30/2020 6:41,photo,Animals,negative,15,,,,,,,,,9/30/2020 6:41,September,,,
10852,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,disgust,3/31/2021 20:46,photo,Animals,negative,0,,,,,,,,,3/31/2021 20:46,March,,,
10854,88cbf75c-79f0-42cb-8733-af670f39d6e0,worried,9/20/2020 9:57,audio,animals,negative,12,,,,,,,,,9/20/2020 9:57,September,,,
10855,88cbf75c-79f0-42cb-8733-af670f39d6e0,cherish,10/3/2020 14:50,audio,animals,positive,70,,,,,,,,,10/3/2020 14:50,October,,,
10856,88cbf75c-79f0-42cb-8733-af670f39d6e0,love,10/26/2020 21:17,audio,animals,positive,65,,,,,,,,,10/26/2020 21:17,October,,,
10857,88cbf75c-79f0-42cb-8733-af670f39d6e0,disgust,5/11/2021 6:06,audio,animals,negative,0,,,,,,,,,5/11/2021 6:06,May,,,
10858,88cbf75c-79f0-42cb-8733-af670f39d6e0,love,9/19/2020 0:28,audio,animals,positive,65,,,,,,,,,9/19/2020 0:28,September,,,
10859,88cbf75c-79f0-42cb-8733-af670f39d6e0,intrigued,7/22/2020 0:26,audio,animals,positive,45,,,,,,,,,7/22/2020 0:26,July,,,
10860,88cbf75c-79f0-42cb-8733-af670f39d6e0,peeking,11/14/2020 19:08,audio,animals,neutral,35,,,,,,,,,11/14/2020 19:08,November,,,
10861,88cbf75c-79f0-42cb-8733-af670f39d6e0,heart,11/2/2020 1:07,audio,animals,positive,60,,,,,,,,,11/2/2020 1:07,November,,,
10862,88cbf75c-79f0-42cb-8733-af670f39d6e0,dislike,12/20/2020 4:00,audio,animals,negative,10,,,,,,,,,12/20/2020 4:00,December,,,
10863,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,1/13/2021 0:01,audio,animals,negative,5,,,,,,,,,1/13/2021 0:01,January,,,
10864,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,4/5/2021 2:29,audio,animals,negative,5,,,,,,,,,4/5/2021 2:29,April,,,
10865,88cbf75c-79f0-42cb-8733-af670f39d6e0,peeking,4/7/2021 2:40,audio,animals,neutral,35,,,,,,,,,4/7/2021 2:40,April,,,
10866,88cbf75c-79f0-42cb-8733-af670f39d6e0,adore,9/18/2020 21:29,audio,animals,positive,72,,,,,,,,,9/18/2020 21:29,September,,,
10867,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,2/26/2021 16:40,audio,animals,negative,5,,,,,,,,,2/26/2021 16:40,February,,,
10868,88cbf75c-79f0-42cb-8733-af670f39d6e0,peeking,12/28/2020 10:12,audio,animals,neutral,35,,,,,,,,,12/28/2020 10:12,December,,,
10869,88cbf75c-79f0-42cb-8733-af670f39d6e0,intrigued,8/9/2020 15:58,audio,animals,positive,45,,,,,,,,,8/9/2020 15:58,August,,,
10870,88cbf75c-79f0-42cb-8733-af670f39d6e0,indifferent,8/22/2020 6:24,audio,animals,neutral,20,,,,,,,,,8/22/2020 6:24,August,,,
10871,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,11/27/2020 18:17,audio,animals,negative,5,,,,,,,,,11/27/2020 18:17,November,,,
10872,88cbf75c-79f0-42cb-8733-af670f39d6e0,scared,11/30/2020 9:31,audio,animals,negative,15,,,,,,,,,11/30/2020 9:31,November,,,
10873,88cbf75c-79f0-42cb-8733-af670f39d6e0,interested,10/26/2020 22:09,audio,animals,positive,30,,,,,,,,,10/26/2020 22:09,October,,,
10874,88cbf75c-79f0-42cb-8733-af670f39d6e0,want,6/30/2020 8:53,audio,animals,positive,70,,,,,,,,,6/30/2020 8:53,June,,,
10875,88cbf75c-79f0-42cb-8733-af670f39d6e0,super love,6/28/2020 18:02,audio,animals,positive,75,,,,,,,,,6/28/2020 18:02,June,,,
10876,88cbf75c-79f0-42cb-8733-af670f39d6e0,disgust,10/6/2020 15:46,audio,animals,negative,0,,,,,,,,,10/6/2020 15:46,October,,,
10877,88cbf75c-79f0-42cb-8733-af670f39d6e0,adore,5/11/2021 2:39,audio,animals,positive,72,,,,,,,,,5/11/2021 2:39,May,,,
10878,88cbf75c-79f0-42cb-8733-af670f39d6e0,super love,9/12/2020 7:13,audio,animals,positive,75,,,,,,,,,9/12/2020 7:13,September,,,
10879,88cbf75c-79f0-42cb-8733-af670f39d6e0,super love,10/9/2020 6:07,audio,animals,positive,75,,,,,,,,,10/9/2020 6:07,October,,,
10880,88cbf75c-79f0-42cb-8733-af670f39d6e0,love,6/25/2020 14:23,audio,animals,positive,65,,,,,,,,,6/25/2020 14:23,June,,,
10881,88cbf75c-79f0-42cb-8733-af670f39d6e0,cherish,2/3/2021 23:19,audio,animals,positive,70,,,,,,,,,2/3/2021 23:19,February,,,
10882,88cbf75c-79f0-42cb-8733-af670f39d6e0,worried,11/19/2020 21:31,audio,animals,negative,12,,,,,,,,,11/19/2020 21:31,November,,,
10883,88cbf75c-79f0-42cb-8733-af670f39d6e0,want,8/16/2020 9:28,audio,animals,positive,70,,,,,,,,,8/16/2020 9:28,August,,,
10884,88cbf75c-79f0-42cb-8733-af670f39d6e0,adore,7/19/2020 6:40,audio,animals,positive,72,,,,,,,,,7/19/2020 6:40,July,,,
10885,88cbf75c-79f0-42cb-8733-af670f39d6e0,dislike,11/16/2020 16:01,audio,animals,negative,10,,,,,,,,,11/16/2020 16:01,November,,,
10886,88cbf75c-79f0-42cb-8733-af670f39d6e0,love,8/7/2020 16:20,audio,animals,positive,65,,,,,,,,,8/7/2020 16:20,August,,,
10887,88cbf75c-79f0-42cb-8733-af670f39d6e0,super love,10/24/2020 16:05,audio,animals,positive,75,,,,,,,,,10/24/2020 16:05,October,,,
10888,88cbf75c-79f0-42cb-8733-af670f39d6e0,indifferent,5/9/2021 10:26,audio,animals,neutral,20,,,,,,,,,5/9/2021 10:26,May,,,
10889,88cbf75c-79f0-42cb-8733-af670f39d6e0,like,9/22/2020 4:03,audio,animals,positive,50,,,,,,,,,9/22/2020 4:03,September,,,
10890,88cbf75c-79f0-42cb-8733-af670f39d6e0,scared,9/19/2020 1:28,audio,animals,negative,15,,,,,,,,,9/19/2020 1:28,September,,,
10891,88cbf75c-79f0-42cb-8733-af670f39d6e0,like,11/5/2020 9:48,audio,animals,positive,50,,,,,,,,,11/5/2020 9:48,November,,,
10892,88cbf75c-79f0-42cb-8733-af670f39d6e0,scared,1/10/2021 17:44,audio,animals,negative,15,,,,,,,,,1/10/2021 17:44,January,,,
10893,88cbf75c-79f0-42cb-8733-af670f39d6e0,disgust,11/8/2020 16:45,audio,animals,negative,0,,,,,,,,,11/8/2020 16:45,November,,,
10894,88cbf75c-79f0-42cb-8733-af670f39d6e0,adore,12/8/2020 19:03,audio,animals,positive,72,,,,,,,,,12/8/2020 19:03,December,,,
10895,88cbf75c-79f0-42cb-8733-af670f39d6e0,cherish,6/9/2021 13:52,audio,animals,positive,70,,,,,,,,,6/9/2021 13:52,June,,,
10896,88cbf75c-79f0-42cb-8733-af670f39d6e0,cherish,5/6/2021 16:33,audio,animals,positive,70,,,,,,,,,5/6/2021 16:33,May,,,
10897,88cbf75c-79f0-42cb-8733-af670f39d6e0,intrigued,10/14/2020 9:09,audio,animals,positive,45,,,,,,,,,10/14/2020 9:09,October,,,
10898,88cbf75c-79f0-42cb-8733-af670f39d6e0,super love,2/24/2021 13:10,audio,animals,positive,75,,,,,,,,,2/24/2021 13:10,February,,,
10900,58e8f463-aee3-46bb-81bb-a49ed8de8b04,scared,10/8/2020 1:34,GIF,technology,negative,15,,,,,,,,,10/8/2020 1:34,October,,,
10901,58e8f463-aee3-46bb-81bb-a49ed8de8b04,disgust,6/19/2020 22:41,GIF,technology,negative,0,,,,,,,,,6/19/2020 22:41,June,,,
10902,58e8f463-aee3-46bb-81bb-a49ed8de8b04,cherish,7/30/2020 9:35,GIF,technology,positive,70,,,,,,,,,7/30/2020 9:35,July,,,
10903,58e8f463-aee3-46bb-81bb-a49ed8de8b04,interested,9/25/2020 18:52,GIF,technology,positive,30,,,,,,,,,9/25/2020 18:52,September,,,
10904,58e8f463-aee3-46bb-81bb-a49ed8de8b04,adore,8/2/2020 15:42,GIF,technology,positive,72,,,,,,,,,8/2/2020 15:42,August,,,
10905,58e8f463-aee3-46bb-81bb-a49ed8de8b04,worried,11/12/2020 13:11,GIF,technology,negative,12,,,,,,,,,11/12/2020 13:11,November,,,
10906,58e8f463-aee3-46bb-81bb-a49ed8de8b04,like,10/14/2020 12:57,GIF,technology,positive,50,,,,,,,,,10/14/2020 12:57,October,,,
10907,58e8f463-aee3-46bb-81bb-a49ed8de8b04,super love,8/6/2020 7:35,GIF,technology,positive,75,,,,,,,,,8/6/2020 7:35,August,,,
10908,58e8f463-aee3-46bb-81bb-a49ed8de8b04,adore,11/4/2020 16:07,GIF,technology,positive,72,,,,,,,,,11/4/2020 16:07,November,,,
10910,218838d8-52f4-4608-a1ba-d8988cc3d029,want,9/30/2020 23:36,video,food,positive,70,,,,,,,,,9/30/2020 23:36,September,,,
10911,218838d8-52f4-4608-a1ba-d8988cc3d029,interested,11/17/2020 14:45,video,food,positive,30,,,,,,,,,11/17/2020 14:45,November,,,
10912,218838d8-52f4-4608-a1ba-d8988cc3d029,intrigued,8/31/2020 19:58,video,food,positive,45,,,,,,,,,8/31/2020 19:58,August,,,
10913,218838d8-52f4-4608-a1ba-d8988cc3d029,love,9/13/2020 22:47,video,food,positive,65,,,,,,,,,9/13/2020 22:47,September,,,
10914,218838d8-52f4-4608-a1ba-d8988cc3d029,adore,9/24/2020 8:15,video,food,positive,72,,,,,,,,,9/24/2020 8:15,September,,,
10915,218838d8-52f4-4608-a1ba-d8988cc3d029,interested,4/12/2021 6:20,video,food,positive,30,,,,,,,,,4/12/2021 6:20,April,,,
10916,218838d8-52f4-4608-a1ba-d8988cc3d029,scared,3/7/2021 9:41,video,food,negative,15,,,,,,,,,3/7/2021 9:41,March,,,
10917,218838d8-52f4-4608-a1ba-d8988cc3d029,scared,11/27/2020 4:40,video,food,negative,15,,,,,,,,,11/27/2020 4:40,November,,,
10918,218838d8-52f4-4608-a1ba-d8988cc3d029,dislike,2/7/2021 6:15,video,food,negative,10,,,,,,,,,2/7/2021 6:15,February,,,
10919,218838d8-52f4-4608-a1ba-d8988cc3d029,heart,3/16/2021 13:06,video,food,positive,60,,,,,,,,,3/16/2021 13:06,March,,,
10920,218838d8-52f4-4608-a1ba-d8988cc3d029,scared,7/29/2020 8:56,video,food,negative,15,,,,,,,,,7/29/2020 8:56,July,,,
10921,218838d8-52f4-4608-a1ba-d8988cc3d029,indifferent,5/17/2021 12:33,video,food,neutral,20,,,,,,,,,5/17/2021 12:33,May,,,
10922,218838d8-52f4-4608-a1ba-d8988cc3d029,interested,3/19/2021 19:41,video,food,positive,30,,,,,,,,,3/19/2021 19:41,March,,,
10923,218838d8-52f4-4608-a1ba-d8988cc3d029,want,10/4/2020 11:20,video,food,positive,70,,,,,,,,,10/4/2020 11:20,October,,,
10924,218838d8-52f4-4608-a1ba-d8988cc3d029,cherish,10/3/2020 12:52,video,food,positive,70,,,,,,,,,10/3/2020 12:52,October,,,
10925,218838d8-52f4-4608-a1ba-d8988cc3d029,dislike,6/4/2021 9:54,video,food,negative,10,,,,,,,,,6/4/2021 9:54,June,,,
10926,218838d8-52f4-4608-a1ba-d8988cc3d029,dislike,5/23/2021 6:00,video,food,negative,10,,,,,,,,,5/23/2021 6:00,May,,,
10927,218838d8-52f4-4608-a1ba-d8988cc3d029,cherish,10/24/2020 12:47,video,food,positive,70,,,,,,,,,10/24/2020 12:47,October,,,
10928,218838d8-52f4-4608-a1ba-d8988cc3d029,disgust,5/1/2021 9:40,video,food,negative,0,,,,,,,,,5/1/2021 9:40,May,,,
10929,218838d8-52f4-4608-a1ba-d8988cc3d029,intrigued,9/18/2020 9:16,video,food,positive,45,,,,,,,,,9/18/2020 9:16,September,,,
10930,218838d8-52f4-4608-a1ba-d8988cc3d029,peeking,1/17/2021 18:16,video,food,neutral,35,,,,,,,,,1/17/2021 18:16,January,,,
10931,218838d8-52f4-4608-a1ba-d8988cc3d029,indifferent,9/25/2020 11:46,video,food,neutral,20,,,,,,,,,9/25/2020 11:46,September,,,
10932,218838d8-52f4-4608-a1ba-d8988cc3d029,heart,9/14/2020 8:02,video,food,positive,60,,,,,,,,,9/14/2020 8:02,September,,,
10933,218838d8-52f4-4608-a1ba-d8988cc3d029,disgust,8/20/2020 1:42,video,food,negative,0,,,,,,,,,8/20/2020 1:42,August,,,
10934,218838d8-52f4-4608-a1ba-d8988cc3d029,indifferent,1/10/2021 16:38,video,food,neutral,20,,,,,,,,,1/10/2021 16:38,January,,,
10935,218838d8-52f4-4608-a1ba-d8988cc3d029,love,8/20/2020 13:02,video,food,positive,65,,,,,,,,,8/20/2020 13:02,August,,,
10936,218838d8-52f4-4608-a1ba-d8988cc3d029,peeking,5/28/2021 20:53,video,food,neutral,35,,,,,,,,,5/28/2021 20:53,May,,,
10937,218838d8-52f4-4608-a1ba-d8988cc3d029,scared,10/31/2020 12:06,video,food,negative,15,,,,,,,,,10/31/2020 12:06,October,,,
10938,218838d8-52f4-4608-a1ba-d8988cc3d029,dislike,5/19/2021 14:20,video,food,negative,10,,,,,,,,,5/19/2021 14:20,May,,,
10939,218838d8-52f4-4608-a1ba-d8988cc3d029,heart,4/17/2021 5:58,video,food,positive,60,,,,,,,,,4/17/2021 5:58,April,,,
10940,218838d8-52f4-4608-a1ba-d8988cc3d029,cherish,11/15/2020 23:04,video,food,positive,70,,,,,,,,,11/15/2020 23:04,November,,,
10941,218838d8-52f4-4608-a1ba-d8988cc3d029,peeking,4/15/2021 21:12,video,food,neutral,35,,,,,,,,,4/15/2021 21:12,April,,,
10943,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,worried,5/12/2021 0:26,video,science,negative,12,,,,,,,,,5/12/2021 0:26,May,,,
10944,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,worried,11/9/2020 19:39,video,science,negative,12,,,,,,,,,11/9/2020 19:39,November,,,
